client;date;flg_eletricidade_ativo;flg_gas_ativo;flg_easy_ativo;flg_smart_ativo;flg_full_ativo;potencia_contratada;qtd_os_packs;qtd_os_packs_abertas;qtd_os_excl_packs;qtd_os_excl_packs_abertas;qtd_pi;qtd_pi_aberto;qtd_po;qtd_po_aberto;qtd_rec_aberto;eletricidade_yrsrecensy;gas_yrsrecensy;contract_days;escalao_consumo;flg_deb_direto;flg_fatura_eletronica;divida_total;churn_label
3380;01/04/2022;1;1;0;1;0;5.75;5;1;0;0;1;0;5;0;0;1.847;1.841;674;2;1;1;100.48;0
3536;01/10/2021;1;0;0;1;0;10.35;2;2;0;0;0;0;4;0;0;1.282;null;14;null;0;1;0;0
3607;01/12/2021;1;1;0;1;0;6.9;5;2;3;0;0;0;7;0;0;1.411;0.473;516;1;1;0;7.9;0
3723;01/01/2021;1;0;0;0;1;6.9;0;0;0;0;0;0;4;0;0;0.435;null;157;null;1;1;64.67;0
3822;01/04/2021;0;0;0;1;0;null;0;0;0;0;0;0;6;0;0;0.651;null;237;null;1;1;7.9;0
3870;01/03/2022;1;1;0;0;1;6.9;6;2;0;0;0;0;4;0;0;1.546;1.425;560;3;1;1;0;0
3957;01/11/2021;1;1;0;1;0;10.35;6;2;1;0;4;0;7;0;1;1.167;1.124;416;1;1;1;0;0
3998;01/03/2021;1;1;0;1;0;3.45;4;2;0;0;1;0;3;0;0;0.492;0.484;42;1;1;1;7.9;0
4048;01/08/2021;1;0;0;0;1;13.8;2;2;0;0;1;0;5;0;0;0.882;null;51;null;1;1;0;0
4069;01/12/2021;1;1;0;1;0;3.45;2;2;1;0;0;0;4;0;0;1.204;1.126;37;1;0;1;46.33;0
4189;01/03/2022;1;1;0;1;0;5.75;3;0;0;0;0;0;8;0;0;1.387;1.374;504;1;1;1;49.23;0
4271;01/10/2021;1;0;0;0;1;3.45;0;0;0;0;0;0;1;0;0;0.922;null;336;null;1;0;83.27;0
4340;01/09/2021;1;1;0;1;0;6.9;2;1;0;0;0;0;13;0;0;0.809;0.82;305;3;1;1;3.92;0
4451;01/11/2021;1;0;1;0;0;3.45;0;0;0;0;0;0;2;0;0;0.938;null;342;null;0;1;40.02;0
4465;01/12/2020;1;0;0;0;1;3.45;0;0;0;0;0;0;2;0;0;0.016;null;4;null;1;1;0;1
4472;01/02/2022;1;1;0;1;0;6.9;4;2;0;0;0;0;11;0;0;1.175;1.183;433;2;0;1;195.13;1
4532;01/03/2021;1;0;0;0;1;3.45;1;1;0;0;0;0;4;0;0;0.223;null;80;null;0;1;-1.18;1
4591;01/01/2022;1;1;0;0;1;6.9;2;0;0;0;2;0;8;0;0;1.027;0.946;353;1;1;1;186.38;0
4633;01/11/2021;1;1;0;0;1;6.9;1;0;2;1;1;0;7;0;0;0.82;0.788;306;1;1;1;65.5;0
4828;01/03/2021;1;1;0;1;0;3.45;1;0;0;0;0;0;3;0;0;0.051;0.038;17;1;1;1;0;0
4953;01/08/2021;1;0;1;0;0;6.9;0;0;0;0;0;0;0;0;0;0.376;null;138;null;1;0;57.93;0
4958;01/01/2022;1;0;0;0;1;6.9;4;2;0;0;0;0;3;0;0;0.79;null;289;null;0;0;0;0
5001;01/12/2021;1;0;0;1;0;6.9;4;2;0;0;0;0;3;0;0;0.683;null;211;null;1;1;15.93;0
5070;01/10/2021;1;1;1;0;0;5.75;0;0;0;0;0;0;6;0;0;0.454;0.441;165;1;1;1;80.33;0
5121;01/04/2022;1;0;0;1;0;6.9;2;0;0;0;0;0;3;0;0;0.917;null;333;null;1;1;0;1
5201;01/06/2021;0;1;0;1;0;null;1;0;0;0;0;0;4;1;0;null;0.013;13;1;1;1;0;0
5225;01/03/2022;1;0;0;0;1;4.6;5;3;0;0;0;0;2;0;0;0.763;null;278;null;0;0;0;0
5276;01/10/2021;1;0;0;1;0;13.8;1;0;0;0;1;0;7;0;0;0.312;null;115;null;0;1;0;0
5426;01/03/2022;1;0;0;0;1;3.45;3;3;0;0;1;0;7;0;0;0.586;null;40;null;1;1;0;0
5488;01/04/2022;1;1;0;0;1;3.45;1;0;1;0;1;0;5;0;0;0.597;0.594;219;2;1;1;25.08;0
5493;01/09/2021;1;0;0;1;0;6.9;2;2;0;0;0;0;4;1;0;0.013;null;5;null;0;1;0;0
5536;01/12/2021;1;0;1;0;0;5.75;0;0;0;0;0;0;1;0;0;0.212;null;77;null;0;0;41.11;0
5650;01/02/2022;1;1;0;1;0;3.45;1;1;0;0;0;0;1;0;0;0.242;0.239;90;1;1;1;7.9;0
5747;01/02/2022;1;0;1;0;0;4.6;0;0;0;0;0;0;1;0;0;0.089;null;32;null;1;1;4.9;0
5769;01/02/2022;1;1;0;0;1;3.45;1;0;0;0;0;0;1;0;0;0.04;0.032;21;1;1;1;0;0
75;01/12/2021;1;0;0;0;1;13.8;3;1;0;0;1;0;2;0;0;11.062;null;677;null;1;1;12.9;0
110;01/09/2021;1;0;0;1;0;3.45;2;2;0;0;1;0;3;0;0;9.218;null;91;null;1;0;0;0
173;01/01/2022;1;1;0;1;0;6.9;2;1;4;0;0;0;9;0;0;9.116;9.116;239;2;1;1;93.73;0
254;01/11/2020;1;0;0;1;0;6.9;0;0;0;0;0;0;3;0;0;7.761;null;340;null;1;1;9.3;0
271;01/05/2021;1;0;0;1;0;4.6;0;0;0;0;0;0;3;0;0;8.29;null;337;null;1;1;113.42;0
276;01/07/2021;1;0;0;1;0;3.45;0;0;0;0;3;0;3;0;0;8.444;null;694;null;1;1;15.8;0
307;01/09/2020;1;0;0;1;0;3.45;0;0;0;0;0;0;3;0;0;7.548;null;175;null;1;1;7.9;1
336;01/05/2021;1;0;0;0;1;6.9;0;0;0;0;0;0;5;0;0;8.156;null;275;null;1;0;0;0
347;01/12/2021;1;0;0;0;1;10.35;2;0;0;0;0;0;3;0;0;8.702;null;300;null;1;0;18.39;0
410;01/05/2021;1;0;0;0;1;3.45;0;0;0;0;1;0;3;0;0;7.868;null;214;null;1;0;0;1
444;01/06/2021;1;0;0;1;0;6.9;0;0;0;0;0;0;12;0;0;7.78;null;354;null;1;0;117.86;0
446;01/03/2022;1;0;0;1;0;6.9;4;2;0;0;4;0;4;0;0;8.522;null;533;null;1;1;0;0
455;01/04/2022;0;0;0;0;1;null;4;1;4;0;2;0;15;0;0;8.57;null;870;null;0;1;305.89;0
598;01/02/2022;1;0;0;0;1;6.9;3;2;0;0;0;0;2;0;0;8;null;242;null;0;0;57.45;0
649;01/08/2021;1;0;0;0;1;6.9;2;0;8;1;3;0;8;0;0;7.401;null;537;null;0;1;0;0
709;01/05/2021;1;0;0;0;1;6.9;2;2;0;0;1;0;2;0;0;6.965;null;64;null;0;0;0;1
737;01/10/2020;1;1;0;0;1;6.9;0;0;2;1;1;0;4;0;0;6.29;6.288;24;2;1;0;6.45;0
782;01/12/2020;1;0;0;1;0;13.8;0;0;0;0;0;0;22;0;0;6.331;null;281;null;0;0;108.19;0
863;01/02/2021;1;0;0;0;1;13.8;0;0;0;0;2;0;43;0;0;6.263;null;277;null;1;1;0;0
900;01/12/2021;1;0;0;0;1;13.8;2;0;0;0;0;0;7;0;0;7.048;null;711;null;1;1;0;0
975;01/12/2021;1;0;0;1;0;3.45;2;0;0;0;6;0;22;0;0;6.887;null;686;null;0;0;39.64;0
1034;01/02/2021;1;1;0;1;0;13.8;0;0;0;0;1;0;36;0;0;5.849;6.022;215;1;1;1;0;0
1165;01/07/2021;1;0;0;0;1;13.8;2;2;9;4;0;0;7;0;0;6.043;null;20;null;1;0;0;0
1362;01/01/2022;1;0;0;1;0;3.45;2;2;1;0;5;0;35;0;0;5.941;null;466;null;1;0;7.9;0
1404;01/10/2020;1;0;0;1;0;4.6;0;0;0;0;1;0;2;0;0;4.535;null;181;null;1;1;31.6;0
1453;01/10/2021;1;0;0;1;0;3.45;2;2;0;0;2;0;2;0;0;5.363;null;567;null;0;0;11.84;0
1490;01/08/2021;1;0;0;0;1;6.9;2;2;8;0;0;0;5;0;0;5.032;null;87;null;1;1;18.39;0
1556;01/04/2021;1;0;0;1;0;3.45;0;0;4;1;7;0;20;0;0;4.481;null;330;null;1;1;3650.78;0
1600;01/11/2020;1;1;0;1;0;6.9;0;0;5;0;1;0;4;0;0;0.312;0.215;111;1;1;1;0;0
1720;01/11/2020;1;1;0;0;1;5.75;0;0;5;0;2;0;5;0;0;3.406;3.395;451;2;1;1;0;0
1923;01/04/2021;1;0;0;0;1;3.45;2;0;0;0;1;0;5;0;0;2.895;null;129;null;0;0;0;1
2055;01/04/2021;1;1;0;1;0;3.45;0;0;1;0;1;0;9;0;0;2.425;2.398;269;1;0;0;28.44;0
2069;01/04/2022;1;0;0;1;0;6.9;3;3;0;0;7;0;20;0;0;3.368;null;14;null;0;0;406.27;0
2088;01/08/2021;1;0;0;1;0;4.6;2;2;0;0;0;0;7;0;0;2.642;null;97;null;0;0;13.09;0
2089;01/11/2021;1;0;0;0;1;10.35;2;0;2;0;6;0;19;0;0;2.882;null;808;null;0;0;82.69;0
2105;01/04/2021;1;1;0;1;0;6.9;2;0;3;0;1;0;57;0;0;2.231;2.204;429;1;1;1;0;0
2145;01/11/2021;1;1;0;1;0;10.35;4;2;0;0;0;0;7;0;0;2.702;0.43;187;1;1;1;54.23;0
2159;01/06/2021;1;1;0;0;1;6.9;2;0;5;0;1;0;5;0;0;2.237;2.234;215;1;1;1;0;0
2171;01/09/2021;1;1;0;1;0;4.6;2;2;2;0;0;0;38;0;0;2.449;2.25;547;2;1;1;35.68;0
2255;01/03/2022;1;0;0;1;0;3.45;4;2;0;0;4;0;7;0;0;2.753;null;519;null;0;0;29.82;0
2323;01/04/2021;1;0;0;0;1;6.9;0;0;0;0;0;0;6;0;0;1.656;null;195;null;0;1;178.2;0
2360;01/04/2022;0;0;0;0;1;null;2;0;0;0;0;0;3;0;0;2.54;null;926;null;1;1;0;0
2452;01/03/2021;1;0;0;1;0;20.7;0;0;0;0;2;0;10;0;0;1.411;null;129;null;0;0;1971.01;0
2466;01/04/2021;0;1;0;0;1;null;2;2;1;0;5;0;12;0;0;1.47;1.47;408;null;0;1;187.31;0
2528;01/05/2021;1;1;0;1;0;3.45;1;0;0;0;1;0;3;0;0;1.524;0.723;275;1;1;1;115.97;0
2575;01/09/2021;1;1;1;0;0;10.35;1;0;2;0;9;0;20;0;0;1.82;1.242;462;1;0;1;142.41;0
2592;01/04/2021;1;1;0;0;1;3.45;4;1;0;0;11;0;11;0;0;1.403;1.395;77;2;0;0;43.57;0
2658;01/03/2021;1;0;0;1;0;3.45;2;2;0;0;1;0;2;0;0;1.277;null;61;null;0;0;77.26;0
2665;01/01/2022;0;0;0;0;1;null;6;0;0;0;2;0;12;0;0;2.113;null;772;null;1;1;0;1
2680;01/03/2022;0;0;0;1;0;null;3;2;2;0;0;0;7;0;0;2.266;null;820;null;0;0;165.9;1
2699;01/07/2021;1;1;0;1;0;6.9;4;0;1;0;5;0;16;2;0;1.57;1.384;570;2;1;1;1328.38;0
2792;01/10/2020;1;1;0;0;1;4.6;1;1;1;0;1;0;3;0;0;0.763;0.782;286;2;1;1;0;0
3025;01/11/2020;1;0;0;1;0;6.9;0;0;0;0;1;0;2;0;0;0.723;null;263;null;1;0;0;0
3043;01/01/2022;1;1;0;0;1;3.45;3;0;0;0;0;0;2;0;0;1.868;1.882;687;1;1;0;83.04;0
3137;01/03/2022;1;0;0;0;1;3.45;2;0;0;0;0;0;5;0;0;1.973;null;599;null;1;0;12.9;0
3149;01/11/2021;1;1;0;1;0;5.75;5;2;1;0;2;0;16;0;0;1.659;1.548;607;1;1;1;0;0
3201;01/09/2020;1;0;0;1;0;3.45;1;0;0;0;3;0;3;0;0;0.449;null;164;null;0;0;49.36;0
3310;01/10/2020;1;1;0;1;0;3.45;1;0;0;0;1;0;4;0;0;0.409;0.387;150;1;1;1;0;0
3349;01/12/2021;1;1;0;1;0;10.35;3;2;0;0;1;0;7;0;0;1.543;1.285;561;1;1;1;0;0
3367;01/12/2020;1;1;0;0;1;4.6;2;0;0;0;2;0;7;0;0;0.532;0.344;194;1;1;1;56.72;0
3409;01/02/2021;1;0;0;0;1;6.9;0;0;0;0;1;0;3;0;0;0.667;null;245;null;1;0;0;0
3446;01/04/2021;1;0;0;1;0;3.45;0;0;0;0;1;0;11;0;0;0.828;null;302;null;1;0;82.8;0
3576;01/02/2022;1;1;0;0;1;6.9;4;2;2;0;0;0;7;0;0;1.597;0.511;574;1;1;1;12.9;0
3648;01/02/2022;1;0;0;1;0;10.35;4;2;0;0;1;0;4;0;0;1.562;null;572;null;1;1;113.32;0
3789;01/11/2020;1;0;0;0;1;4.6;0;0;0;0;1;0;5;0;0;0.237;null;45;null;0;1;0;0
3845;01/05/2021;1;0;0;0;1;6.9;2;2;0;0;0;0;6;0;0;0.099;null;36;null;1;0;67.94;0
3904;01/04/2021;1;1;0;0;1;4.6;0;0;0;0;1;0;17;0;0;0.591;0.546;215;2;0;1;0;0
3929;01/07/2021;1;0;0;0;1;3.45;0;0;0;0;1;0;11;0;0;0.847;null;307;null;1;1;52.78;0
3960;01/11/2021;1;0;0;1;0;3.45;2;2;0;0;0;0;2;0;0;1.167;null;425;null;0;0;0;0
3988;01/02/2022;1;0;0;0;1;3.45;4;1;0;0;0;0;3;0;0;1.409;null;515;null;0;0;53.89;0
3994;01/11/2020;1;0;0;1;0;6.9;0;0;0;0;0;0;2;0;0;0.159;null;58;null;0;0;0;0
4009;01/10/2021;1;1;0;0;1;6.9;4;3;1;0;0;0;6;0;0;1.067;1.04;389;1;1;0;0;0
4092;01/10/2020;1;1;0;0;1;6.9;0;0;1;0;1;0;2;0;0;0.022;0.005;7;1;1;1;0;0
4118;01/11/2021;1;1;0;1;0;3.45;4;2;1;0;1;0;3;0;0;0.567;1.067;203;1;1;1;0;0
4173;01/07/2021;1;0;0;0;1;5.75;0;0;0;0;0;0;2;0;0;0.734;null;266;null;0;1;27.64;0
4240;01/04/2022;1;1;0;1;0;6.9;6;4;1;0;0;0;8;0;0;1.427;1.355;445;1;1;1;79.13;0
4285;01/08/2021;1;0;1;0;0;5.75;0;0;0;0;0;0;9;0;0;0.707;null;177;null;1;1;0;0
4596;01/04/2021;1;1;0;1;0;3.45;2;1;0;0;1;0;3;1;0;0.272;0.258;1;1;0;0;105.05;0
4620;01/06/2021;1;0;0;0;1;3.45;2;0;0;0;1;0;10;0;0;0.406;null;147;null;0;1;146.07;0
4736;01/06/2021;1;0;0;0;1;3.45;2;0;0;0;1;0;3;0;0;0.363;null;126;null;1;1;12.9;0
4772;01/05/2021;1;0;0;0;1;6.9;2;0;0;0;0;0;2;0;0;0.255;null;91;null;0;0;0;0
4860;01/02/2022;1;0;0;1;0;3.45;3;1;0;0;0;0;5;0;0;0.906;null;333;null;1;0;15.8;1
4880;01/09/2021;0;0;0;0;1;null;1;0;0;0;0;0;3;0;0;0.495;null;182;null;0;0;118.88;0
4936;01/01/2022;1;0;0;1;0;3.45;4;2;0;0;0;0;5;0;0;0.804;null;288;null;1;0;7.9;0
4944;01/03/2022;1;1;0;1;0;3.45;7;0;3;0;6;0;16;0;0;0.965;0.204;348;1;1;1;0;1
4947;01/10/2021;1;0;0;0;1;4.6;1;1;0;0;3;0;6;1;0;0.543;null;200;null;1;1;21.1;0
4964;01/11/2021;1;0;0;1;0;5.75;2;0;0;0;3;0;6;0;0;0.621;null;228;null;1;1;0;0
5089;01/02/2022;1;0;0;1;0;6.9;4;2;0;0;1;0;5;0;0;0.78;null;286;null;0;0;0;0
5131;01/08/2021;1;1;0;0;1;3.45;2;0;0;0;0;0;6;0;0;0.247;0.242;90;2;1;0;13.9;0
5163;01/09/2021;1;1;0;1;0;5.75;1;0;0;0;0;0;8;0;0;0.306;0.298;113;1;1;1;7.9;0
5187;01/09/2021;1;1;0;1;0;6.9;1;0;0;0;0;0;5;0;0;0.285;0.266;110;1;1;1;62.38;0
5371;01/10/2021;1;0;0;0;1;6.9;2;2;0;0;0;0;3;0;0;0.212;null;77;null;1;1;0;0
5381;01/11/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;3;0;0;0.296;null;62;null;1;1;0;0
5503;01/02/2022;1;0;0;0;1;10.35;2;0;0;0;2;0;23;0;0;0.409;null;149;null;1;1;27.8;0
5528;01/02/2022;1;0;0;0;1;6.9;4;2;0;0;0;0;3;0;0;0.395;null;145;null;1;0;0;0
5531;01/12/2021;1;0;0;1;0;6.9;4;2;0;0;0;0;2;0;0;0.228;null;83;null;1;1;59.92;0
5688;01/12/2021;1;1;0;1;0;3.45;2;0;2;1;0;0;3;0;0;0.019;0.005;6;1;1;1;0;0
5767;01/03/2022;1;0;0;0;1;3.45;3;1;0;0;0;0;1;0;0;0.134;null;47;null;0;0;0;0
5810;01/04/2022;1;0;1;0;0;3.45;0;0;0;0;0;0;2;0;0;0.14;null;49;null;1;1;4.9;0
95;01/01/2022;1;0;0;1;0;3.45;2;0;0;0;0;0;24;0;0;9.855;null;26;null;1;0;61.71;1
136;01/07/2021;1;0;0;0;1;6.9;0;0;0;0;0;0;5;0;0;8.836;null;300;null;1;0;0;0
169;01/12/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;6;0;0;9.051;null;226;null;0;0;0;0
228;01/04/2021;1;0;0;0;1;10.35;2;2;0;0;0;0;8;0;0;8.258;null;128;null;1;1;0;0
234;01/08/2021;1;1;0;1;0;5.75;1;1;6;0;3;0;14;0;0;8.589;8.522;298;4;1;1;0;0
241;01/02/2021;1;0;0;1;0;6.9;0;0;0;0;2;0;7;0;0;8.078;null;287;null;1;1;0;0
355;01/04/2022;1;1;1;0;0;3.45;0;0;0;0;9;0;11;0;0;9.024;9.024;74;2;1;0;51.57;0
360;01/02/2021;1;0;0;1;0;6.9;0;0;0;0;3;0;2;0;0;7.828;null;504;null;0;0;68.13;0
471;01/01/2021;0;0;0;1;0;null;0;0;0;0;0;0;1;0;0;7.247;null;554;null;1;1;308.63;1
491;01/04/2021;1;0;0;1;0;4.6;0;0;0;0;0;0;1;0;0;7.403;null;636;null;1;1;0;0
597;01/01/2022;1;0;0;1;0;4.6;2;0;0;0;0;0;46;0;0;7.906;null;72;null;0;1;63.8;0
676;01/05/2021;1;1;0;1;0;10.35;2;0;0;0;4;0;2;0;0;7.097;7.097;24;1;1;1;7.9;0
681;01/04/2021;1;0;0;0;1;3.45;2;0;0;0;0;0;3;0;0;6.995;null;467;null;1;0;0;0
922;01/05/2021;1;0;0;0;1;3.45;0;0;0;0;2;0;4;0;0;6.371;null;238;null;0;0;38.51;1
1039;01/04/2022;1;0;0;0;1;6.9;4;2;7;1;0;0;7;0;0;7.172;null;184;null;1;1;13.9;0
1112;01/07/2021;0;0;0;1;0;null;0;0;0;0;0;0;2;0;0;6.226;null;276;null;1;1;0;0
1127;01/09/2020;1;0;0;1;0;6.9;0;0;0;0;1;0;8;0;0;5.344;null;272;null;0;0;0;0
1213;01/05/2021;1;0;1;0;0;3.45;0;0;0;0;4;0;13;0;0;5.75;null;341;null;0;0;54.83;0
1231;01/04/2022;1;1;0;1;0;6.9;5;1;0;0;1;0;18;0;0;5.64;6.325;162;2;1;1;7.9;0
1238;01/09/2021;1;0;0;1;0;3.45;2;2;0;0;0;0;2;0;0;5.995;null;209;null;1;0;0;0
1253;01/03/2022;1;1;0;1;0;4.6;2;2;0;0;0;0;2;0;0;0.194;0.194;70;1;1;1;0;0
1341;01/11/2020;1;1;0;0;1;4.6;0;0;1;0;5;0;6;0;0;4.747;4.755;429;2;1;1;0;0
1508;01/12/2020;1;1;0;0;1;6.9;3;0;4;1;0;0;15;0;0;4.309;4.226;27;1;1;0;63.2;0
1516;01/02/2021;1;0;0;0;1;3.45;0;0;0;0;0;0;4;0;0;4.452;null;25;null;0;0;32.88;0
1831;01/08/2021;0;0;0;1;0;null;2;2;2;1;0;0;2;0;0;3.637;null;628;null;0;1;416.26;0
1861;01/02/2021;1;1;0;0;1;6.9;0;0;4;1;1;0;14;0;0;3.022;2.5;234;3;1;1;0;0
1883;01/11/2021;1;0;0;0;1;6.9;2;0;0;0;6;0;14;0;0;3.645;null;103;null;1;0;78.1;0
1944;01/03/2022;1;0;0;0;1;6.9;3;3;0;0;1;0;4;0;0;3.731;null;40;null;1;1;15.91;0
1950;01/08/2021;1;0;0;1;0;20.7;2;0;0;0;0;0;8;0;0;3.116;null;506;null;1;1;0;0
2047;01/04/2022;1;0;0;0;1;3.45;3;3;0;0;1;0;5;0;0;3.427;null;56;null;0;1;-11.07;0
2072;01/09/2020;0;0;0;1;0;null;0;0;0;0;3;0;14;0;0;1.774;null;153;null;0;0;229.67;0
2140;01/04/2021;1;0;0;0;1;3.45;0;0;2;0;14;0;7;0;0;2.11;null;308;null;0;0;37.58;0
2173;01/04/2022;1;0;0;1;0;20.7;4;2;0;0;1;0;10;0;0;3.046;null;961;null;1;1;0;0
2244;01/01/2022;1;0;0;0;1;10.35;2;0;0;0;0;0;4;0;0;2.624;null;694;null;1;1;0;0
2350;01/10/2020;1;0;1;0;0;4.6;0;0;0;0;0;0;2;0;0;1.137;null;416;null;1;1;0;0
2355;01/09/2021;1;1;1;0;0;3.45;1;0;0;0;0;0;7;0;0;2.043;2.062;727;3;1;1;4.9;0
2411;01/05/2021;0;1;0;1;0;null;1;0;0;0;0;0;7;0;0;1.637;1.642;599;null;1;1;7.9;0
2480;01/02/2022;1;0;0;1;0;6.9;4;2;0;0;0;0;37;0;0;2.306;null;844;null;0;1;98.57;0
2493;01/09/2021;1;1;0;0;1;4.6;3;0;0;0;2;0;7;0;0;1.866;1.855;169;1;1;1;117.77;0
2649;01/04/2021;1;0;0;1;0;17.25;2;2;0;0;1;0;5;0;0;1.368;null;380;null;1;1;793.89;0
2683;01/01/2021;0;0;1;0;0;null;0;0;0;0;0;0;3;0;0;1.099;null;402;null;0;0;14.7;1
2698;01/10/2020;1;1;0;0;1;10.35;1;0;1;0;2;0;9;0;1;0.841;0.403;307;1;1;1;61.79;0
2714;01/05/2021;1;0;0;1;0;6.9;2;2;0;0;1;0;0;0;0;1.384;null;505;null;1;1;0;0
2737;01/02/2022;1;1;0;1;0;3.45;3;0;1;0;1;0;17;0;0;2.153;2.097;782;1;0;1;62.81;0
2828;01/05/2021;1;1;0;1;0;13.8;3;2;1;0;0;0;10;0;0;1.124;0.855;410;2;1;1;91.38;0
2958;01/12/2020;1;1;0;1;0;4.6;1;0;0;0;0;0;2;0;0;0.841;0.823;306;1;1;1;0;0
2976;01/11/2021;1;0;0;1;0;10.35;2;0;0;0;3;0;10;0;0;1.739;null;243;null;1;1;7.9;1
3077;01/01/2022;1;0;0;1;0;3.45;4;2;0;0;0;0;3;0;0;1.868;null;681;null;1;1;0;0
3228;01/02/2021;1;1;0;0;1;6.9;1;0;1;0;0;0;4;0;0;0.874;0.602;320;1;1;1;0;0
3244;01/02/2021;1;1;0;1;0;6.9;1;0;2;0;1;0;4;0;0;0.866;0.828;318;1;0;1;178.15;0
3274;01/04/2021;1;1;0;1;0;3.45;0;0;1;0;0;0;8;0;0;0.995;0.841;363;1;1;1;0;0
3341;01/02/2021;1;1;0;1;0;6.9;1;0;0;0;0;0;16;0;0;0.718;0.72;265;1;1;1;0;0
3480;01/04/2021;1;1;0;1;0;3.45;2;0;0;0;2;0;9;0;0;0.804;0.777;293;1;0;1;32.09;0
3562;01/10/2020;1;0;0;0;1;3.45;0;0;0;0;0;0;2;0;0;0.269;null;98;null;1;1;73.67;0
3692;01/10/2021;1;1;0;0;1;5.75;3;0;2;0;5;0;9;0;0;1.202;1.038;437;1;1;1;0;0
3717;01/02/2021;1;0;1;0;0;3.45;0;0;0;0;0;0;5;0;0;0.524;null;192;null;1;1;112.17;1
3751;01/12/2021;1;1;0;1;0;6.9;4;2;0;0;1;0;22;0;0;1.339;1.315;489;null;1;1;7.9;0
3758;01/12/2020;1;0;0;1;0;6.9;0;0;0;0;0;0;5;0;0;0.336;null;41;null;1;1;0;0
4094;01/03/2021;1;1;0;1;0;6.9;1;0;0;0;0;0;10;0;0;0.417;0.401;150;1;1;1;17.62;0
4101;01/11/2020;1;0;0;0;1;3.45;0;0;0;0;0;0;6;2;0;0.105;null;37;null;1;1;42.04;0
4201;01/03/2022;1;0;0;0;1;6.9;4;2;0;0;0;0;2;0;0;1.387;null;505;null;1;1;0;0
4239;01/02/2022;1;0;0;0;1;6.9;4;2;0;0;0;0;6;0;0;1.29;null;469;null;0;0;839.6;0
4474;01/10/2021;1;1;0;1;0;3.45;1;0;0;0;1;0;5;0;0;0.922;0.156;63;1;1;1;0;0
4656;01/05/2021;1;0;0;1;0;6.9;2;2;0;0;0;0;3;0;0;0.323;null;113;null;1;1;0;0
4671;01/06/2021;1;1;0;1;0;3.45;2;2;1;0;1;0;5;0;0;0.398;0.376;144;1;0;1;183.86;0
4682;01/08/2021;1;0;1;0;0;3.45;0;0;0;0;0;0;4;0;0;0.565;null;202;null;1;0;0;0
4725;01/04/2021;1;0;0;1;0;3.45;2;2;0;0;0;0;2;0;0;0.199;null;71;null;0;1;41.65;0
4727;01/05/2021;1;1;0;1;0;3.45;3;1;3;1;0;0;7;0;0;0.277;0.212;106;1;1;1;0;0
4758;01/05/2021;1;0;0;0;1;5.75;2;2;0;0;0;0;2;0;0;0.258;null;92;null;1;1;61.71;0
4761;01/04/2021;1;1;0;1;0;3.45;1;0;0;0;0;0;5;0;0;0.175;0.161;65;1;0;1;0;0
4833;01/04/2021;1;1;0;0;1;3.45;2;0;2;0;0;0;8;0;0;0.134;0.081;48;1;0;1;0;0
4982;01/02/2022;1;0;0;1;0;3.45;2;2;0;0;1;0;3;0;0;0.858;null;67;null;1;1;0;0
5036;01/02/2022;1;1;0;0;1;3.45;1;0;1;0;3;0;6;0;0;0.82;0.704;302;1;0;1;61.26;1
5118;01/01/2022;1;1;0;1;0;3.45;1;0;1;1;0;0;5;0;0;0.672;0.46;173;1;0;1;0.29;0
5350;01/12/2021;1;1;0;1;0;3.45;5;2;1;0;1;0;6;0;0;0.395;0.379;144;1;0;1;22.16;0
5362;01/10/2021;1;1;0;1;0;4.6;1;0;1;0;0;0;7;0;0;0.212;0.051;81;1;1;1;0;0
5383;01/04/2022;0;0;0;0;1;null;3;2;0;0;0;0;5;0;0;0.699;null;254;null;1;1;0;0
5404;01/11/2021;1;1;0;1;0;5.75;0;0;0;0;0;0;5;0;0;0.272;0.274;101;1;1;1;40.04;1
5413;01/02/2022;1;0;0;1;0;4.6;2;0;1;0;2;0;11;0;0;0.511;null;189;null;1;1;-1.06581e-14;0
5659;01/01/2022;1;0;0;1;0;5.75;2;2;0;0;0;0;2;0;0;0.156;null;56;null;0;0;133.04;0
5716;01/01/2022;1;0;0;1;0;4.6;0;0;0;0;0;0;1;0;0;0.046;null;18;null;0;1;0;0
5825;01/03/2022;1;0;0;0;1;20.7;0;0;0;0;0;0;0;0;0;0.024;null;6;null;1;1;0;0
5840;01/04/2022;1;0;0;1;0;3.45;1;1;0;0;0;0;2;0;0;0.035;null;14;null;1;1;0;0
25;01/09/2021;1;0;0;1;0;10.35;2;2;0;0;11;0;27;0;0;13.755;null;526;null;1;1;0;0
317;01/03/2022;1;1;0;1;0;3.45;4;2;0;0;2;0;1;0;0;9.032;9.03;614;1;1;0;7.9;0
456;01/11/2021;1;0;0;1;0;3.45;0;0;0;0;5;0;7;0;0;8.153;null;5;null;0;0;28.42;1
472;01/01/2022;1;1;0;1;0;10.35;2;0;0;0;1;0;7;0;0;8.245;8.245;276;1;1;1;7.9;0
530;01/02/2021;1;0;0;1;0;4.6;2;2;0;0;1;0;1;0;0;7.132;null;12;null;1;1;164.84;0
757;01/05/2021;1;0;0;0;1;4.6;0;0;0;0;0;0;3;0;0;6.815;null;211;null;1;0;0;0
